,Element Name,Element Type,Element ID,Location,Location ID,Cell Line,Cell Type,Organism,Positive Reg Name,Positive Reg Type,Positive Reg ID,Positive Reg Location,Positive Reg Location ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Negative Reg Location,Negative Reg Location ID,Connection Type,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
227,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,igf-1,protein,p05019,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'none']","['pmc149420', 'pmc3675137']","['in multiple myeloma cells igf-1 stimulates sustained activation of nf-kappab and akt and upregulates a series of anti-apoptotic proteins including flip , survivin , ciap-2 and xiap [ xref_bibr ] .', 'addition of igf-1 or fbs ( fetal bovine serum ) following ly294002 treatment reactivated pi3k and akt signaling , which in turn resulted in satb1 phosphorylation ( xref_fig ) .']",2,10.0,1.0,1.0,21.0
4593,proliferation,biological process,go:0008283,nan,nan,nan,nan,nan,mtorc1,protein family|protein complex,mtorc1,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'none']","['pmc3325598', 'pmc4216640']","['mtorc1 is an important mediator of pi3k and akt signalling to protein synthesis , cell growth and proliferation .', 'xref_bibr - xref_bibr owing to its reported role as a negative regulator of mtorc1 , pras40 may be expected to suppress cell growth and proliferation .']",2,10.0,1.0,1.0,21.0
4338,pi,protein family|protein complex,pi3k,nan,nan,nan,nan,nan,mtor,protein,p42345,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'amount']","['pmc4585463', 'pmc4585463']","['it is important to note that mtor inhibition does not reduce all pools of pi ( 3 ) p .', 'consistent with the data presented here , mtor inhibition has previously been shown to inhibit total levels of cellular pi ( 3 ) p ; our data now demonstrate this inhibition is due to uvrag dephosphorylation .']",2,10.0,1.0,1.0,21.0
224,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,egf,protein,p01133,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'phosphorylation']","['pmc2683723', 'pmc2683723']","['both the experimental data and simulations showed that the activation of the ras and erk and pi3k and akt pathways by persistent egf or insulin stimulation was transient ( xref_fig and xref_supplementary ) .', 'as expected , 100 nm wt prevented akt phosphorylation in response to insulin and egf ( xref_fig ) .']",2,10.0,1.0,1.0,21.0
4065,p53,protein,p04637,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mdm2,protein,q00987,nan,nan,i,"['ubiquitination', 'decreaseamount']","['pmc3325598', 'pmc4480747']","['these results indicate that p53 accumulation in akt cells results from both a reduction in mdm2 mediated p53 ubiquitination and degradation , plus enhanced p53 translation .', 'in all the cell lines mdm2 transcripts were modestly reduced by pd0332991 , possibly reflecting the cdk4 inhibitor induced loss of p53 ( xref_supplementary ) .']",2,10.0,1.0,1.0,21.0
1164,caspase-3,protein,p42574,nan,nan,nan,nan,nan,chk2,protein,o96017,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'none']","['pmc4245943', 'pmc4245943']","['we found in etoposide treated dbc1 overexpressing cells a marked puma accumulation and cleavage of both parp-1 and caspase-3 in chk2-proficient cells , but not in chk2 deficient cells ( respectively , figure xref_fig and xref_fig , compare lanes 5 and 7 and lanes 7 and 8 ) .', 'curiously , we also found that chk2 silencing prevents puma induction and caspase-3 cleavage and that chk2 depletion alone can not affect etoposide induced apoptosis .']",2,10.0,1.0,1.0,21.0
3243,mapk,protein family|protein complex,erk,nan,nan,cellosaurus:cvcl_1561,nan,nan,insulin,protein,p01308,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'none']","['pmc150512', 'pmc150512']","['insulin did not activate p44/42 mapk within this time frame .', 'serum starved cells were incubated with fresh serum-free media for 1 hour at 37degreesc ( in order to return the phosphorylation levels of p44/42 mapk to the basal state ) and then treated with insulin ( 2.5 mug/ml ) or vehicle for 5 min .']",2,10.0,1.0,1.0,21.0
3999,p53,protein,p04637,nan,nan,cellosaurus:cvcl_0042,nan,nan,pras40,protein,q96b36,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'amount']","['pmc4216640', 'pmc4216640']","['in agreement with our transient transfection studies , dox induced pras40 kd results in p53 and p21 upregulation compared to ns control cells ( xref_fig ) . ++++ xref_bibr , xref_bibr , xref_bibr while pras40 kd and actd have an additive effect at low actd concentrations , there is no combinatorial effect at higher actd concentrations ( xref_fig ) , suggesting that pras40 kd and actd activate p53 through a similar mechanism , namely the rpl11-hdm2 nucleolar stress response pathway . ++++ taken together , these results indicate that pras40 kd induces p53 protein stabilization in an rpl11 dependent manner and imply that pras40 may act as an endogenous regulator of the rpl11-hdm2-p53 pathway . ++++ pras40 kd increases p53 protein half-life approximately 6-fold compared to the ns control ( xref_fig ) . ++++ pras40 kd significantly increases p53 transcriptional activity compared to the ns control .', 'interestingly , pras40 kd induces an increase in p53 protein levels compared to control cells harboring non silencing ( ns ) shrna ( xref_fig ) .']",2,10.0,1.0,1.0,21.0
4689,puma,protein,q96pg8,nan,nan,nan,nan,nan,chk2,protein,o96017,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'none']","['pmc4245943', 'pmc4245943']","['we found in etoposide treated dbc1 overexpressing cells a marked puma accumulation and cleavage of both parp-1 and caspase-3 in chk2-proficient cells , but not in chk2 deficient cells ( respectively , figure xref_fig and xref_fig , compare lanes 5 and 7 and lanes 7 and 8 ) .', 'curiously , we also found that chk2 silencing prevents puma induction and caspase-3 cleavage and that chk2 depletion alone can not affect etoposide induced apoptosis .']",2,10.0,1.0,1.0,21.0
552,apoptosis,biological process,go:0006915,nan,nan,nan,nan,nan,akt1,protein,p31749,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'none']","['pmc3039802', 'pmc3317191']","['combinations of alpha-tea+ akt1 or 2 sirna acted cooperatively to induce apoptosis ( xref_fig ) and inhibit pakt ( ser 473 ) and total akt1 and akt2 , respectively , as well as pmtor ( ser 2448 ) , but had no effect on basal levels of perk1/2 , showing that the erk signalling pathway is independent of akt signalling ( xref_fig ) .', 'akt1 knockout mice resemble the dna-pk deficiency radiosensitivity phenotype , with attenuated p21 cip1 expression and increased apoptosis in response to dna damage , supporting the notion that dna-pk and akt1 pathway has a marked impact on cell survival after dna damage due to transcriptional regulation of p21 cip1 [ xref_bibr ] .']",2,10.0,1.0,1.0,21.0
4074,p53,protein,p04637,nan,nan,nan,nan,nan,p53,protein,p04637,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'amount']","['pmc3481126', 'pmc3481126']","['approximately 70 % of the genes targeted by p53 were also targeted by foxo , and nearly 50 % of the genes targeted by p53 were also targeted by both foxo and e-box-binding factors , indicating synergistic gene regulation by the transcription factors acting downstream of pi 3-kinase signaling . ++++ many of the genes targeted by p53 were also targeted by foxo and e-box-binding transcription factors , indicating that p53 functions coordinately with these factors to regulate gene expression downstream of pi 3-kinase/akt/gsk3 signaling . ++++ xref_bibr , xref_bibr notably , many of the genes targeted by p53 were co-regulated by foxo and e-box transcription factors . ++++ there was substantial overlap in the genes targeted by foxo , mitf , usf1 and p53 ( xref_fig ) . ++++ approximately 70 % of the genes targeted by p53 were also targeted by foxo , and nearly 50 % of the genes targeted by p53 were also targeted by both foxo and e-box-binding factors , indicating synergistic gene regulation by the transcription factors acting downstream of pi 3-kinase signaling .', '45 activation of p53 in response to dna damage and other forms of cell stress is generally mediated by inhibition of p53 degradation , leading to increased intracellular p53 levels . ++++ 45 activation of p53 in response to dna damage and other forms of cell stress is generally mediated by inhibition of p53 degradation , leading to increased intracellular p53 levels .']",2,10.0,1.0,1.0,21.0
4600,proliferation,biological process,go:0008283,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,p53,protein,p04637,nan,nan,i,"['none', 'none']","['pmc3325598', 'pmc3325598']","['acute p53 knockdown , confirmed by immunoblot analysis ( xref_supplementary ) , rescued the reduced proliferation of myr-akt1-expressing cells to that of control cells ( xref_supplementary ) .', 'in human fibroblasts , the proliferation arrest induced by activated ras can not be rescued by the inhibition of p53 activity alone ; however , it is dependent on the presence of functional p16 .']",2,10.0,1.0,1.0,21.0
3553,mtorc1,protein family|protein complex,mtorc1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tsc2,protein,p49815,nan,nan,i,"['none', 'none']","['pmc3660063', 'pmc4102778']","[""lkb1 is an upstream activator of 5 ' amp activated protein kinase ( ampk ) which activates tsc2 that negatively regulates mtorc1 [ xref_bibr , xref_bibr ] ."", 'this has a pro proliferative effect as mtorc1 is not suppressed by tsc2 .']",2,10.0,1.0,1.0,21.0
232,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,mtor,protein,p42345,nan,nan,nan,nan,nan,nan,nan,i,"['phosphorylation', 'phosphorylation']","['pmc2637922', 'pmc3750018']","['unlike rapamycin , these torkinibs ( pp242 and pp30 ) inhibit mtorc2 , and we use them to show that pharmacological inhibition of mtor blocks the phosphorylation of akt at s473 and prevents its full activation . ++++ we have shown through the use of these inhibitors that the inhibition of mtor kinase activity is sufficient to prevent the phosphorylation of akt at s473 , providing further evidence that mtorc2 is the kinase responsible for akt hydrophobic motif phosphorylation upon insulin stimulation .', 'these mtor kinase inhibitors such as torin1 , pp242 and pp30 block p70s6k , 4e-bp1 and akt phosphorylation and thus inhibit both mtorc1 and mtorc2 [ xref_bibr , xref_bibr ] .']",2,10.0,1.0,1.0,21.0
3877,p21,protein,p38936,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'none']","['pmc3325598', 'pmc3325598']","['here we show that pi3k and akt pathway activation in response to phosphatase and tensin homolog ( pten ) knockdown , mutant pi3k , catalytic , alpha polypeptide ( pik3ca ) or activated akt expression , promotes accumulation of p53 and p21 , increases cell size and induces senescence associated beta-galactosidase activity .', 'we also determined that akt could not induce p21 or sabetagal activity in bj-t cells expressing sv40 large t antigen , consistent with the ability of sv40 large t antigen to repress p53 and retinoblastoma activity ( data not shown ) .']",2,10.0,1.0,1.0,21.0
5579,tsc2,protein,p49815,nan,nan,nan,nan,nan,ampk,protein family|protein complex,ampk,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'none']","['pmc2075366', 'pmc3660063']","['akt ( also known as pkb ) phosphorylates and inactivates tsc2 in response to growth factors xref_bibr , whereas ampk phosphorylates and activates tsc2 in response to low energy ( high amp ) xref_bibr , xref_bibr .', ""lkb1 is an upstream activator of 5 ' amp activated protein kinase ( ampk ) which activates tsc2 that negatively regulates mtorc1 [ xref_bibr , xref_bibr ] .""]",2,10.0,1.0,1.0,21.0
1755,chk2,protein,o96017,nan,nan,nan,nan,nan,atm,protein,q13315,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'none']","['pmc2925474', 'pmc4245943']","['the transducer proteins include the kinases atm and atm- and rad3 related ( atr ) ; atm and atr phosphorylates and thereby activates the checkpoint kinases chk1 and chk2 , which control hur cytoplasmic abundance and rna binding , respectively .', 'here , we report that the inhibition of sirt1 by dbc1 in the dna damage response ( ddr ) also depends on chk2 , the transducer kinase that is activated by atm upon dna lesions and contributes to the spreading of dna damage signal .']",2,10.0,1.0,1.0,21.0
3543,mtorc1,protein family|protein complex,mtorc1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ampk,protein family|protein complex,ampk,nan,nan,i,"['none', 'none']","['pmc3291999', 'pmc4258317']","['in response to energy starvation ( low atp level ) , mtorc1 activity is inhibited through the phosphorylation of tsc2 by ampk ( amp activated protein kinase ) .', ""the phosphorylation status of raptor governs mtorc1 activity since phosphorylation of raptor on s722/792 by 5 ' amp activated kinase ( ampk ) inhibits mtorc1 whereas mtor mediated phosphorylation of raptor on s863 is crucial for the activation of mtorc1 in response to mitogen stimulation [ xref_bibr , xref_bibr ] .""]",2,10.0,1.0,1.0,21.0
234,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,mtorc1,protein family|protein complex,mtorc1,nan,nan,nan,nan,nan,nan,nan,i,"['none', 'phosphorylation']","['pmc3660063', 'pmc4258317']","['the formation of the rapamycin sensitive mtorc1 complex in certain cancer cells that overexpress activated akt may be altered in comparison to cells that do not overexpress akt .', 'these molecules inhibit mtorc1 , mtorc2 , and pi3k , thus inhibiting the phosphorylation of akt , s6k1 , and 4e-bp1 , and are therefore attractive drugs for targeting cancers driven by pi3k activation [ xref_bibr ] .']",2,10.0,1.0,1.0,21.0
5052,s6k1,protein,p23443,nan,nan,cellosaurus:cvcl_n813,nan,nan,nan,nan,nan,nan,nan,mtor,protein,p42345,nan,nan,i,['phosphorylation'],['pmc2361102'],"['mtor enhances translation initiation in part by phosphorylating two major targets , the eif4e binding proteins ( 4e-bps ) and the ribosomal protein s6 kinases ( s6k1 and s6k2 ) that cooperate to regulate translation initiation rates .']",1,10.0,10.0,1.0,20.0
5577,tsc2,protein,p49815,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,i,['phosphorylation'],['pmc4258317'],"['in response to growth factors , akt directly phosphorylates tsc2 on several distinct residues [ xref_bibr ] that prevents the formation of tsc1 and tsc2 complex , thus allowing gtpase rheb to convert back into the gtp bound active state [ xref_bibr ] which leads to mtorc1 activation [ xref_bibr , xref_bibr ] .']",1,10.0,10.0,1.0,20.0
3858,p21,protein,p38936,nan,nan,cellosaurus:cvcl_0023,nan,nan,nan,nan,nan,nan,nan,p53,protein,p04637,nan,nan,i,['none'],['pmc2361102'],"['this could be in part due to reduced translation of p53 activated p21 mrna in a549 and mcf7 cells treated with rad001 , thereby allowing the dosage of cisplatin to be reduced ( beuvink et al , 2005 ) .']",1,10.0,10.0,1.0,20.0
4055,p53,protein,p04637,nan,nan,nan,nan,nan,mdm2,protein,q00987,nan,nan,cdk4 inhibitor,other,uaz00484,nan,nan,i,['decreaseamount'],['pmc4480747'],"['in all the cell lines mdm2 transcripts were modestly reduced by pd0332991 , possibly reflecting the cdk4 inhibitor induced loss of p53 ( xref_supplementary ) .']",1,10.0,10.0,1.0,20.0
4121,p53,protein,p04637,other,sl-0276,uaz:cvcl_9115,cl:cl:0000646,nan,nan,nan,nan,nan,nan,chk2,protein,o96017,other,sl-0276,i,['none'],['pmc4331747'],['chk2 deficiency reduces p53 induction and increases proliferation of the skin of k5cre trf1 delta and delta chk2 -/- newborns .'],1,10.0,10.0,1.0,20.0
5607,tuberin,protein,p49815,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt.t,nan,nan,nan,nan,nan,nan,nan,i,['phosphorylation'],['pmc2652403'],['expression of constitutively active pi3k or active akt induced tuberin phosphorylation .'],1,10.0,10.0,1.0,20.0
5606,tuberin,protein,p49815,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc2652403'],"['akt triggers a network that positively regulates g1/s cell cycle progression through inactivation of gsk3beta , leading to increased cyclin d1 , and inhibition of forkhead family transcription factors and the tumor suppressor tuberin ( tsc2 ) , leading to reduction of p27 ( kip1 ) [ xref_bibr ] .']",1,10.0,10.0,1.0,20.0
5605,tuberin,protein,p49815,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,d,['phosphorylation'],['pmc2652403'],['these results confirmed that tuberin is a direct physiological substrate of akt and that phosphorylation of tuberin by pi3k and akt is a major mechanism controlling hamartin-tuberin function [ xref_bibr ] .'],1,10.0,10.0,1.0,20.0
3886,p21,protein,p38936,nan,nan,nan,nan,nan,p21,protein,p38936,nan,nan,nan,nan,nan,nan,nan,d,['phosphorylation'],['pmc3667761'],"['in vivo , both s130 phosphorylation of p21 and t172 phosphorylation of p21 bound cdk4 were inhibited not only in response to cdk7 inhibition , but also in response to increased p21 expression and inhibition of cdk2 ( by roscovitine and cr8 ) and cdk4/6 ( by pd0332991 ) .']",1,10.0,10.0,1.0,20.0
2137,egfr,protein,p00533,other,go:0001725,cellosaurus:cvcl_0031,cl:cl:0000575 ++++ cl:cl:0000066,nan,egfr,protein,p00533,other,go:0001725,nan,nan,nan,nan,nan,d,['autophosphorylation'],['pmc3709701'],"['this effect of zn 2+ involves neither dimerization nor autophosphorylation of egfr , and can be canceled by the src specific inhibitor pp2 , but not by the egfr inhibitor pd153035 ; however , pd153035 has been shown to interfere with erk and mapk activation [ xref_bibr ] . ++++ in this system , inhibition of egfr signaling involving y845 phosphorylation , but not egfr autophosphorylation , and stat5 dependent signal transduction , but not erk and mapk activation , are critical .']",1,10.0,10.0,1.0,20.0
